name,ra,dec,access,imagename,paper_id,flag_discovery,z_source,z_source_secure,flag_zsource,z_lens,z_lens_secure,flag_zlens,source_type,lens_type,n_img,image_conf,image_sep,flag_confirmed,flag_candidate,candidate_score,original_score,flag_contaminant,contaminant_type,info
DESJ0313-2546,48.4088,-25.7751,PUB,,2020MNRAS.494.3491L,True ,1.955,True ,True ,,,,QUASAR,GALAXY,2.0,,,,True ,,,,,
DESJ0330-4413,52.507,-44.2266,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,2.0,,,,,,,True,PROJECTED QUASARS,"Projected QUASARs, z = 0.52 and z = 1.25"
DESJ0443-2403,70.9802,-24.0572,PUB,,2020MNRAS.494.3491L,True ,1.78,True ,True ,,,,QUASAR,GALAXY,2.0,,,,True ,,,,,
DESJ2215-5204,333.9171,-52.0679,PUB,,2020MNRAS.494.3491L,True ,2.35,True ,True ,,,,QUASAR,GALAXY,2.0,,,,True ,,,,,
DESJ0149-6532,27.29,-65.54034,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,True ,,,,,"Low flux, inconclusive"
DESJ0402-3237,60.5626,-32.626,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,True ,,,,,z = 1.28 QUASAR blended (2 PSFs in SOAR data)
DESJ0402-4220,60.5922,-42.3482,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,True ,,,,,"z = 2.88 QUASAR blended, (PSF + galaxy in SOAR)"
DESJ0428-2933,67.1001,-29.5552,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,True ,,,,,Insecure z = 0.74 and inconclusive QUASAR companion
DESJ0451-2147,72.80567,-21.7967,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,True ,,,,,Possible NIQ z = 1.07? inconclusive
DESJ0508-2748,77.0133,-27.8053,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,True ,,,,,z = 1.14 blended (2 PSFs in NIRC2 data)
DESJ0551-4629,87.9493,-46.4982,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,True ,,,,,Blended z = 1.21 (insecure) QUASAR (2 PSFs in SOAR data)
DESJ0007+0053,1.7917,0.8914,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.32 QUASAR blended
DESJ0050-0432,12.5106,-4.5454,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,Two galaxies/low flux
DESJ0058-3947,14.55486,-39.7899,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.51 QUASAR + star
DESJ0100-3406,15.1283,-34.1092,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,True,,,,,z = 1.73 QUASAR blended spectrum
DESJ0140-2234,25.1347,-22.5829,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.559 galaxies
DESJ0140-1700,25.2159,-17.0004,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.294 galaxies
DESJ0201-2043,30.3689,-20.7192,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.65 QUASAR + star
DESJ0210-4612,32.7282,-46.2144,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 1.81 QUASAR + other
DESJ0214-2146,33.5046,-21.7733,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,Resolved z = 0.84 QUASAR + z = 0.84 galaxy component
DESJ0223-3312,35.8888,-33.2103,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.29 emission line galaxies
DESJ0243-2410,40.864,-24.172,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.08 galaxies
DESJ0248-0412,42.0517,-4.2067,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.239 galaxies
DESJ0248-2632,42.1457,-26.5438,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,Blended QUASAR (broad emission at 5350 Å)
DESJ0303-5055,45.9475,-50.9177,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,Star + other
DESJ0316-5228,49.1702,-52.4802,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.89 QUASAR + star
DESJ0343-3309,55.9238,-33.1556,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 1.58 QUASAR + star
DESJ0350-4014,57.5075,-40.2489,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.88 QUASAR + star
DESJ0354-1944,58.6742,-19.7469,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.244 galaxies
DESJ0418-5722,64.7172,-57.3698,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 2.02 QUASAR + other
DESJ0448-2719,72.18,-27.3255,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.57 QUASAR + star
DESJ0455-5412,73.9222,-54.2067,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,QUASAR (z = 1.01?) + other
DESJ0456-2823,74.1955,-28.391,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 1.44 QUASAR + star
DESJ0457-4748,74.2835,-47.8164,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.32 galaxies
DESJ0511-5334,77.9206,-53.5824,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 1.55 QUASAR + star
DESJ0512-1817,78.1131,-18.2983,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.343 emission line galaxies
DESJ0520-4437,80.0602,-44.6292,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.345 QUASAR + other
DESJ0531-6012,82.9947,-60.2092,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.29 QUASAR + star
DESJ0542-4911,85.6279,-49.1879,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 1.20? QUASAR + star
DESJ0559-3428,89.8474,-34.4721,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.75 QUASAR + other
DESJ2047-4801,311.8621,-48.0299,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.71 QUASAR + star
DESJ2104-4228,316.184,-42.4815,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 1.58 QUASAR + star
DESJ2120-4239,320.145,-42.6514,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.83 QUASAR + star
DESJ2139-4331,324.9881,-43.5172,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.48 QUASAR + star
DESJ2210-4536,332.721,-45.6084,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.82 QUASAR + star
DESJ2248-4903,342.156,-49.053,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.55 QUASAR + star
DESJ2332-4934,353.043,-49.5685,PUB,,2020MNRAS.494.3491L,True ,,,,,,,QUASAR,GALAXY,,,,,,,,True,,z = 0.74 QUASAR + star
