name,ra,dec,access,imagename,paper_id,flag_discovery,z_source,z_source_secure,flag_zsource,z_lens,z_lens_secure,flag_zlens,source_type,lens_type,n_img,image_conf,image_sep,flag_confirmed,flag_candidate,score,original_score,flag_contaminant,contaminant_type,info
J1752+0826,268.1779,8.4339,PUB,,2022arXiv220607714L,True,,,,,,,QUASAR,GALAXY,,,2.04,,,,,True,STAR+GALAXY,z=0.3195 galaxy + stars
J2124+2227,321.2344,22.4631,PUB,,2022arXiv220607714L,True,,,,,,,QUASAR,GALAXY,,,0.9,,,,,True,QUASAR+STAR,z=2.69 QUASAR + star
J2145+0039,326.4013,0.6661,PUB,,2022arXiv220607714L,True,,,,,,,QUASAR,GALAXY,,,2.08,,,,,True,QUASAR+STAR,z=0.585 QUASAR + star
J2212+0350,333.0713,3.8446,PUB,,2022arXiv220607714L,True,,,,,,,QUASAR,GALAXY,,,0.94,,,,,True,QUASAR+OTHER,z=0.215 QUASAR + gal or QUASAR?
J2311-1038,347.8207,-10.6472,PUB,,2022arXiv220607714L,False,,,,,,,QUASAR,GALAXY,,,1.72,,,,,True,QUASAR+STAR,z=1.53 QUASAR + star
J2315+4857,348.768,48.9532,PUB,,2022arXiv220607714L,True,,,,,,,QUASAR,GALAXY,,,1.62,,,,,True,QUASAR+STAR,z=0.296 QUASAR + star
J2334+5036,353.5277,50.6114,PUB,,2022arXiv220607714L,True,,,,,,,QUASAR,GALAXY,,,2.13,,,,,True,STARS,Stars
J0500-5534,75.1017,-55.5796,PUB,,2022arXiv220607714L,True,0.62,True,True,,,,GALAXY,GALAXY,,,2.36,True,,,,,,
J0920+4521,140.208,45.3661,PUB,,2022arXiv220607714L,True,2.633,True,True,0.55,True,True,GALAXY,GALAXY,,,4.26,True,,,,,,Lemon et al. 2022 suggest that the most likely situation is that there are two main lensing galaxies at z=0.55 with two sources at z=0.956 and z=2.633.
J1059+4251,164.9802,42.8593,PUB,,2022arXiv220607714L,True,2.793,True,True,,,,GALAXY,GROUP,,,5.2,True,,,,,,
