name,ra,dec,access,imagename,paper_id,flag_discovery,z_source,z_source_secure,flag_zsource,z_lens,z_lens_secure,flag_zlens,source_type,lens_type,n_img,image_conf,image_sep,flag_confirmed,flag_candidate,score,original_score,flag_contaminant,contaminant_type,info
"Q0957+561, Twin quasar",150.33665,55.89791,PUB,,1979Natur.279..381W,True,1.405,True,True,0.3562,True,False,QUASAR,GALAXY,2.0,,6.17,True,,,,,,
