name,ra,dec,access,imagename,paper_id,flag_discovery,z_source,z_source_secure,flag_zsource,z_lens,z_lens_secure,flag_zlens,source_type,lens_type,n_img,image_conf,image_sep,flag_confirmed,flag_candidate,score,original_score,flag_contaminant,contaminant_type,info
J043947.08+163415.7,69.94617,16.57103,PUB,,2019ApJ...870L..11F,True,6.51,True,True,,,,QUASAR,GALAXY,3.0,,0.2,True,,,,,,
