name,ra,dec,access,imagename,paper_id,flag_discovery,z_source,z_source_secure,flag_zsource,z_lens,z_lens_secure,flag_zlens,source_type,lens_type,n_img,image_conf,image_sep,flag_confirmed,flag_candidate,score,original_score,flag_contaminant,contaminant_type,info
"H1413+117, The Cloverleaf",213.94267,11.49539,PUB,,1988Natur.334..325M,True,2.55,True,True,,,,"QUASAR, BAL QUASAR",GALAXY,4.0,CROSS,1.35,True,,,,,,
