name,ra,dec,access,imagename,paper_id,flag_discovery,z_source,z_source_secure,flag_zsource,z_lens,z_lens_secure,flag_zlens,source_type,lens_type,n_img,image_conf,image_sep,flag_confirmed,flag_candidate,score,original_score,flag_contaminant,contaminant_type,info
B1422+231	,216.15871,22.9335,PUB,,1992MNRAS.259P...1P,True,3.62,True,True,0.339,True,False,"RADIO-LOUD, QUASAR",GALAXY,4.0,LONG-AXIS CUSP,1.28,True,,,,,,
