name,ra,dec,access,imagename,paper_id,flag_discovery,z_source,z_source_secure,flag_zsource,z_lens,z_lens_secure,flag_zlens,source_type,lens_type,n_img,image_conf,image_sep,flag_confirmed,flag_candidate,candidate_score,original_score,flag_contaminant,contaminant_type,info
SDSS J074248.40+270412.2,115.7016,27.07005,PUB,,2012AJ....143..119I,True,0.626,,,,,,QUASAR,,,,0.78,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J081405.56+582840.9,123.5231,58.47802,PUB,,2012AJ....143..119I,True,1.429,,,,,,QUASAR,,,,0.5,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J090404.15+151254.5,136.0172,15.21513,PUB,,2012AJ....143..119I,True,1.825,,,,,,QUASAR,,,,1.04,True,False,,,False,,Morphological candidate; SDSS lens; has follow-up spectrum
SDSS J090645.62+122512.8,136.69,12.42022,PUB,,2012AJ....143..119I,True,0.602,,,,,,QUASAR,,,,0.63,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J092718.37+211357.4,141.8265,21.23261,PUB,,2012AJ....143..119I,True,1.845,,,,,,QUASAR,,,,2.36,False,False,,,TRUE,QUASAR+STAR,Morphological candidate; no lensing object; C.L.: QUASAR+STAR based on gaia
SDSS J093139.97+402548.4,142.9165,40.43011,PUB,,2012AJ....143..119I,True,1.028,,,,,,QUASAR,,,,0.43,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J093527.90+232525.0,143.8662,23.42361,PUB,,2012AJ....143..119I,True,2.014,,,,,,QUASAR,,,,1.78,False,False,,,TRUE,QUASAR+GALAXY,Morphological candidate; QSO+galaxy
SDSS J095036.63+261706.1,147.6526,26.28502,PUB,,2012AJ....143..119I,True,1.264,,,,,,QUASAR,,,,0.44,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J095122.57+263513.9,147.844,26.58719,PUB,,2012AJ....143..119I,True,1.246,,,,,,QUASAR,,,,1.08,True,False,,,False,,Morphological candidate; known lens (FBQ0951+2635)
SDSS J095228.95+191014.8,148.1206,19.17077,PUB,,2012AJ....143..119I,True,0.884,,,,,,QUASAR,,,,0.52,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J095511.67+194112.2,148.7986,19.68672,PUB,,2012AJ....143..119I,True,1.362,,,,,,QUASAR,,,,0.97,False,False,,,TRUE,QUASAR+STAR,Morphological candidate; no lensing object; C.L.: QUASAR+STAR based on gaia
SDSS J095636.42+690028.3,149.1517,69.00786,PUB,,2012AJ....143..119I,True,1.975,,,,,,QUASAR,,,,0.77,False,True,1.5,,False,,Morphological candidate; no lensing object; C.L.: In the outskirts of M81
SDSS J101232.69+224004.7,153.1362,22.66797,PUB,,2012AJ....143..119I,True,1.843,,,,,,QUASAR,,,,0.43,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J105247.46+282310.2,163.1977,28.38616,PUB,,2012AJ....143..119I,True,0.796,,,,,,QUASAR,,,,0.42,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J105440.83+273306.4,163.6701,27.55177,PUB,,2012AJ....143..119I,True,1.451,,,,,,QUASAR,,,,1.2,True,False,,,False,,Morphological candidate; SDSS lens; has follow-up spectrum
SDSS J111107.19+180201.5,167.7799,18.03375,PUB,,2012AJ....143..119I,True,0.754,,,,,,QUASAR,,,,0.45,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J112135.13+302254.5,170.3963,30.3818,PUB,,2012AJ....143..119I,True,0.639,,,,,,QUASAR,,,,0.76,False,False,,,TRUE,QUASAR+GALAXY,Morphological candidate; QSO+galaxy; C.L.:possibly offset AGN
SDSS J112137.34+222823.7,170.4055,22.47324,PUB,,2012AJ....143..119I,True,0.608,,,,,,QUASAR,,,,0.4,False,False,,,TRUE,SINGLE QUASAR,Morphological candidate; single QSO
SDSS J112235.03+232634.9,170.6459,23.44302,PUB,,2012AJ....143..119I,True,1.249,,,,,,QUASAR,,,,0.7,False,True,2.5,,False,,Morphological candidate; separation 0.7 arcsec; has follow-up spectrum
