name,ra,dec,access,imagename,paper_id,flag_discovery,z_source,z_source_secure,flag_zsource,z_lens,z_lens_secure,flag_zlens,source_type,lens_type,n_img,image_conf,image_sep,flag_confirmed,flag_candidate,score,original_score,flag_contaminant,contaminant_type,info
B1933+503,293.62875,50.42312,PUB,,1998MNRAS.301..310S,True,2.638,True,False,0.755,True,True,"QUASAR, RADIO-LOUD",GROUP,10.0,,1.52,True,,,,,,
