name, ra, dec, imagename, paper_id, flag_discovery, redshift_lens, redshift_lens_secure, flag_lens_redshift, redshift_source, redshift_source_secure, flag_source_redshift, source_type, lens_type, n_images, image_configuration, image_separation, flag_confirmed, flag_candidate, candidate_score, flag_contaminant, contaminant_type, uploader_comment, other_comment
"IAC J010127-334319, The Canarias Einstein ring", 15.3660, -33.7221, canarias_ring_Pan-STARRS_gri.png, 2016MNRAS.461L..67B, True, 0.581, True, True, 1.165, True, True, "STARBURST GALAXY", "EARLY-TYPE GALAXY", , "RING", 4.5, True, False, , False, , "Serendipitous discovery in archival DECam data. The system lies in the outskirts of the Sculptor dwarf spheroidal galaxy", "Spectra exist from GTC-OSIRIS"
